phenocode,name,category,num_cases,num_controls,path_bucket,path_https
I9_HYPTENSESS,"Hypertension, essential",IX Diseases of the circulatory system (I9_),81138,243756,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPTENSESS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPTENSESS.gz
I9_HYPTENSHD,Hypertensive Heart Disease,IX Diseases of the circulatory system (I9_),7415,243756,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPTENSHD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPTENSHD.gz
I9_HYPTENSPUL,"Hypertension, Pulmonary Arterial",IX Diseases of the circulatory system (I9_),208,243756,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPTENSPUL.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPTENSPUL.gz
I9_HYPTENSRD,Hypertensive Renal Disease,IX Diseases of the circulatory system (I9_),910,243756,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPTENSRD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_HYPTENSRD.gz
I9_ICH,Intracerebral haemmorrhage,IX Diseases of the circulatory system (I9_),3232,309693,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_ICH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_ICH.gz
I9_IHD,"Ischaemic heart disease, wide definition",IX Diseases of the circulatory system (I9_),56730,285769,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_IHD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_IHD.gz
I9_INTRACRA,Nontraumatic intracranial haemmorrhage,IX Diseases of the circulatory system (I9_),5123,312768,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_INTRACRA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_INTRACRA.gz
I9_K_CARDIAC,Death due to cardiac causes,IX Diseases of the circulatory system (I9_),17793,324706,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_K_CARDIAC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_K_CARDIAC.gz
I9_LBBB,Left bundle-branch block,IX Diseases of the circulatory system (I9_),1656,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_LBBB.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_LBBB.gz
I9_LYMPHADE,Nonspecific lymphadenitis,IX Diseases of the circulatory system (I9_),1636,295014,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_LYMPHADE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_LYMPHADE.gz
I9_LYMPHOTH,Other noninfective disorders of lymphatic vessels and lymph nodes,IX Diseases of the circulatory system (I9_),798,295014,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_LYMPHOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_LYMPHOTH.gz
I9_MI_COMPLICATIONS,Complications following myocardial infarction,IX Diseases of the circulatory system (I9_),208,285621,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_MI_COMPLICATIONS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_MI_COMPLICATIONS.gz
I9_MI_STRICT,"Myocardial infarction, strict",IX Diseases of the circulatory system (I9_),21609,285621,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_MI_STRICT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_MI_STRICT.gz
I9_MYOCARD,Myocarditis,IX Diseases of the circulatory system (I9_),1349,168000,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_MYOCARD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_MYOCARD.gz
I9_NONISCHCARDMYOP,Non-ischemic cardiomyopathy,IX Diseases of the circulatory system (I9_),8634,277135,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_NONISCHCARDMYOP.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_NONISCHCARDMYOP.gz
I9_NONISCHCARDMYOP_STRICT,Nonischemic cardiomyopathy,IX Diseases of the circulatory system (I9_),1500,283767,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_NONISCHCARDMYOP_STRICT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_NONISCHCARDMYOP_STRICT.gz
I9_NONRHEVALV,Non-rheumatic valve diseases,IX Diseases of the circulatory system (I9_),18318,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_NONRHEVALV.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_NONRHEVALV.gz
I9_OTHANEUR,Other aneurysm,IX Diseases of the circulatory system (I9_),1326,317899,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_OTHANEUR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_OTHANEUR.gz
I9_OTHARR,Other arrhythmias,IX Diseases of the circulatory system (I9_),24532,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_OTHARR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_OTHARR.gz
I9_OTHILLHEART,Other or ill-defined heart diseases,IX Diseases of the circulatory system (I9_),1384,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_OTHILLHEART.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_OTHILLHEART.gz
I9_OTHINTRACRA,Other intracranial haemorrhages,IX Diseases of the circulatory system (I9_),661,312768,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_OTHINTRACRA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_OTHINTRACRA.gz
I9_OTHOTH,Other other unspecified disorders of the circulatory system,IX Diseases of the circulatory system (I9_),898,337807,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_OTHOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_OTHOTH.gz
I9_OTHPER,Other peripheral vascular diseases,IX Diseases of the circulatory system (I9_),1943,317899,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_OTHPER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_OTHPER.gz
I9_PAROXTAC,Paroxysmal tachycardia,IX Diseases of the circulatory system (I9_),8530,168000,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_PAROXTAC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_PAROXTAC.gz
I9_PERICAOTH,Other diseases of pericardium,IX Diseases of the circulatory system (I9_),966,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_PERICAOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_PERICAOTH.gz
I9_PERICARD,Pericarditis,IX Diseases of the circulatory system (I9_),864,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_PERICARD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_PERICARD.gz
I9_PHLETHROM,Phlebitis and thrombophlebitis (not including DVT),IX Diseases of the circulatory system (I9_),6058,295014,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_PHLETHROM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_PHLETHROM.gz
I9_PHLETHROMBDVTLOW,DVT of lower extremities,IX Diseases of the circulatory system (I9_),8077,295014,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_PHLETHROMBDVTLOW.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_PHLETHROMBDVTLOW.gz
I9_POSTAMI,Status post-ami,IX Diseases of the circulatory system (I9_),2790,285621,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_POSTAMI.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_POSTAMI.gz
I9_PROGVASC,Progressive vascular leukoencephalopathy,IX Diseases of the circulatory system (I9_),583,312768,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_PROGVASC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_PROGVASC.gz
I9_PULMEMB,Pulmonary embolism,IX Diseases of the circulatory system (I9_),8170,333487,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_PULMEMB.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_PULMEMB.gz
I9_PVT,Portal vein thrombosis,IX Diseases of the circulatory system (I9_),311,295014,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_PVT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_PVT.gz
I9_RBBB,Right bundle-branch block,IX Diseases of the circulatory system (I9_),846,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_RBBB.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_RBBB.gz
I9_REVASC,Coronary revascularization (ANGIO or CABG),IX Diseases of the circulatory system (I9_),21130,285621,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_REVASC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_REVASC.gz
I9_RHEUFEV,Rheumatic fever incl heart disease,IX Diseases of the circulatory system (I9_),906,341593,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_RHEUFEV.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_RHEUFEV.gz
I9_RHEUFEVHRT,Rheumatic fever with heart involvement,IX Diseases of the circulatory system (I9_),135,341593,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_RHEUFEVHRT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_RHEUFEVHRT.gz
I9_RHEUFEVWITHOUTHEART,Rheumatic fever without mention of heart involvement,IX Diseases of the circulatory system (I9_),87,342412,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_RHEUFEVWITHOUTHEART.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_RHEUFEVWITHOUTHEART.gz
I9_RHEUVALV,Rheumatic valve diseases,IX Diseases of the circulatory system (I9_),651,341593,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_RHEUVALV.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_RHEUVALV.gz
I9_SAH,Subarachnoid haemmorrhage,IX Diseases of the circulatory system (I9_),2272,310098,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_SAH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_SAH.gz
I9_SAHANEUR,"Aneurysms, operations, SAH",IX Diseases of the circulatory system (I9_),3758,312768,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_SAHANEUR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_SAHANEUR.gz
I9_SECONDRIGHT,Secondary right heart disease,IX Diseases of the circulatory system (I9_),958,333487,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_SECONDRIGHT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_SECONDRIGHT.gz
I9_SEQULAE,Sequelae of cerebrovascular disease,IX Diseases of the circulatory system (I9_),9672,312768,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_SEQULAE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_SEQULAE.gz
I9_STENOSIS,"Occlusion and stenosis of arteries, not leading to stroke",IX Diseases of the circulatory system (I9_),362,312768,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_STENOSIS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_STENOSIS.gz
I9_STR,"Stroke, excluding SAH",IX Diseases of the circulatory system (I9_),22329,309698,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_STR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_STR.gz
I9_STR_EMBOLIC,Embolic stroke,IX Diseases of the circulatory system (I9_),1218,312768,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_STR_EMBOLIC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_STR_EMBOLIC.gz
I9_STR_EMBOLIC_WITH_FLIMMER,Embolic stroke with flimmer,IX Diseases of the circulatory system (I9_),607,301905,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_STR_EMBOLIC_WITH_FLIMMER.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_STR_EMBOLIC_WITH_FLIMMER.gz
I9_THAORTANEUR,Thoracic aortic aneurysm,IX Diseases of the circulatory system (I9_),7321,317899,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_THAORTANEUR.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_THAORTANEUR.gz
I9_THROMBANG,Thromboangiitis obliterans,IX Diseases of the circulatory system (I9_),97,317899,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_THROMBANG.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_THROMBANG.gz
I9_THROMBICV,Nonpyogenic thrombosis of intracranial venous system,IX Diseases of the circulatory system (I9_),196,312768,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_THROMBICV.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_THROMBICV.gz
I9_THROMBOTH,Other embolism and thrombosis,IX Diseases of the circulatory system (I9_),3393,295014,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_THROMBOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_THROMBOTH.gz
I9_TIA,Transient ischemic attack,IX Diseases of the circulatory system (I9_),16115,311743,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_TIA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_TIA.gz
I9_UAP,Unstable angina pectoris,IX Diseases of the circulatory system (I9_),11789,303115,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_UAP.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_UAP.gz
I9_VARICVE,Varicose veins,IX Diseases of the circulatory system (I9_),26720,295014,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_VARICVE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_VARICVE.gz
I9_VARICVEOES,Oesophageal varices,IX Diseases of the circulatory system (I9_),894,295014,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_VARICVEOES.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_VARICVEOES.gz
I9_VARICVESOTH,Varicose veins of other sites,IX Diseases of the circulatory system (I9_),1664,295014,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_VARICVESOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_VARICVESOTH.gz
I9_VASCDEM,Vascular dementia,IX Diseases of the circulatory system (I9_),2002,328323,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_VASCDEM.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_VASCDEM.gz
I9_VASCINT,Vascular diseases of the intestine,IX Diseases of the circulatory system (I9_),850,317899,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_VASCINT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_VASCINT.gz
I9_VASCSYND,Vascular syndromes of brain in cerebrovascular disorders,IX Diseases of the circulatory system (I9_),1018,327473,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_VASCSYND.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_VASCSYND.gz
I9_VEINSOTH,Other disorders of veins,IX Diseases of the circulatory system (I9_),10982,295014,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_VEINSOTH.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_VEINSOTH.gz
I9_VHD,Valvular heart disease excluding rheumatic fever,IX Diseases of the circulatory system (I9_),72756,237263,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_VHD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_VHD.gz
I9_VTE,Venous thromboembolism,IX Diseases of the circulatory system (I9_),17048,325451,gs://finngen-public-data-r8/summary_stats/finngen_R8_I9_VTE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_I9_VTE.gz
ILD,Interstitial lung disease,,3715,338784,gs://finngen-public-data-r8/summary_stats/finngen_R8_ILD.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ILD.gz
ILD_ELSEWHERE,ILD and respiratory illness in diseases classified elsewhere,,98,338572,gs://finngen-public-data-r8/summary_stats/finngen_R8_ILD_ELSEWHERE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ILD_ELSEWHERE.gz
ILD_ENDPOINTS,Interstitial lung disease endpoints,,3715,338784,gs://finngen-public-data-r8/summary_stats/finngen_R8_ILD_ENDPOINTS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ILD_ENDPOINTS.gz
ILD_INSUFFICIENCY,ILD-related respiratory insufficiency,,647,338784,gs://finngen-public-data-r8/summary_stats/finngen_R8_ILD_INSUFFICIENCY.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ILD_INSUFFICIENCY.gz
ILD_SYST_AUTO,ILD related to systemic autoimmune disease,,92,338784,gs://finngen-public-data-r8/summary_stats/finngen_R8_ILD_SYST_AUTO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_ILD_SYST_AUTO.gz
INCREASEDMUSCLETONE,Increased muscle tone,,156,342343,gs://finngen-public-data-r8/summary_stats/finngen_R8_INCREASEDMUSCLETONE.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_INCREASEDMUSCLETONE.gz
INFLUENZA,All influenza (not pneumonia),,4471,286619,gs://finngen-public-data-r8/summary_stats/finngen_R8_INFLUENZA.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_INFLUENZA.gz
INV_VENT,Invasive ventilation,,1766,338116,gs://finngen-public-data-r8/summary_stats/finngen_R8_INV_VENT.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_INV_VENT.gz
IPF,Idiopathic pulmonary fibrosis,,1812,338784,gs://finngen-public-data-r8/summary_stats/finngen_R8_IPF.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_IPF.gz
J10_ABSCLUNGPNEUMO,Abscess of lung,X Diseases of the respiratory system (J10_),349,341209,gs://finngen-public-data-r8/summary_stats/finngen_R8_J10_ABSCLUNGPNEUMO.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_J10_ABSCLUNGPNEUMO.gz
J10_ACUTELOWERNAS,Unspecified acute lower respiratory infection,X Diseases of the respiratory system (J10_),4119,323785,gs://finngen-public-data-r8/summary_stats/finngen_R8_J10_ACUTELOWERNAS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_J10_ACUTELOWERNAS.gz
J10_ACUTEUPPERINFEC,Acute upper respiratory infections of multiple and unspecified sites,X Diseases of the respiratory system (J10_),32319,280956,gs://finngen-public-data-r8/summary_stats/finngen_R8_J10_ACUTEUPPERINFEC.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_J10_ACUTEUPPERINFEC.gz
J10_ARDS,Adult respiratory distress syndrome,X Diseases of the respiratory system (J10_),302,337894,gs://finngen-public-data-r8/summary_stats/finngen_R8_J10_ARDS.gz,https://storage.googleapis.com/finngen-public-data-r8/summary_stats/finngen_R8_J10_ARDS.gz
